사고신고사유,사고일시,공정율,날씨,지역,공사종류,공사비,공종소분류,사망자,내국인사망자,외국인사망자,남성사망자,여성사망자,10이상20미만 사망자,20이상30미만 사망자,30이상40미만 사망자,40이상50미만 사망자,50이상60미만 사망자,60이상사망자,부상자,내국인부상자,외국인부상자,남성부상자,여성부상자,10이상20미만 부상자,20이상30미만 부상자,30이상40미만 부상자,40이상50미만 부상자,50이상60미만 부상자,60이상부상자
"3일이상 휴업이 필요한 부상, 기타",2022-07-11 15:15:00,60~69%,흐림,부산광역시,건축/건축물/단독주택,"4,000만 ~ 1억원 미만",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-11 16:00:00,30~39%,맑음,충청남도,건축/건축물/공동주택,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-12 06:00:00,40~49%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2022-07-12 07:10:00,20~29%,흐림,충청남도,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2022-07-12 08:30:00,80~89%,흐림,대구광역시,건축/건축물/판매시설,20억 ~ 50억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-12 09:00:00,10% 미만,맑음,부산광역시,건축/건축물/근린생활시설,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-12 09:00:00,50~59%,맑음,전라남도,건축/건축물/의료시설,20억 ~ 50억원 미만,목공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 09:20:00,90% 이상,흐림,강원도,산업환경설비/발전시설,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2022-07-12 09:55:00,80~89%,맑음,인천광역시,토목/상하수도/하수도,"1,000억원 이상",토공사,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-12 10:00:00,30~39%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 10:20:00,80~89%,맑음,광주광역시,건축/건축물/교육연구시설,5억 ~ 10억원 미만,조적공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"1000만원 이상의 재산피해, 3일이상 휴업이 필요한 부상",2022-07-12 10:35:00,10% 미만,흐림,충청북도,건축/건축물/공동주택,"1,000억원 이상",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2022-07-12 10:40:00,30~39%,맑음,충청남도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-12 11:00:00,50~59%,맑음,강원도,토목/항만/기타,"1,000억원 이상",항만공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 12:40:00,70~79%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2022-07-12 13:10:00,20~29%,맑음,경기도,건축/건축물/기타,50억 ~ 100억원 미만,철골공사,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-12 14:10:00,80~89%,흐림,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",타일 및 돌공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 15:00:00,20~29%,흐림,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-12 15:00:00,10% 미만,맑음,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",지정공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2022-07-12 15:18:00,70~79%,강우,충청남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-12 15:30:00,90% 이상,맑음,전라남도,건축/건축물/공동주택,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-12 15:30:00,20~29%,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-12 16:00:00,10% 미만,흐림,대전광역시,건축/건축물/창고시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 16:20:00,90% 이상,흐림,강원도,산업환경설비/발전시설,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 16:30:00,70~79%,맑음,강원도,토목/하천/기타,150억 ~ 200억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 17:25:00,70~79%,흐림,부산광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-12 19:00:00,50~59%,맑음,충청북도,건축/건축물/공장,"1,000억원 이상",산업설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-13 07:05:00,20~29%,맑음,서울특별시,건축/건축물/교육연구시설,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-13 07:30:00,90% 이상,맑음,경기도,건축/건축물/단독주택,5억 ~ 10억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-13 09:00:00,70~79%,강우,서울특별시,건축/건축물/공동주택,"1,000억원 이상",건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-13 10:00:00,70~79%,흐림,강원도,토목/하천/기타,300억 ~ 500억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-13 10:00:00,10% 미만,강우,강원도,건축/건축물/공동주택,300억 ~ 500억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-13 10:30:00,70~79%,흐림,전라북도,건축/건축물/공동주택,"1,000억원 이상",목공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-13 11:32:00,60~69%,강우,경기도,건축/건축물/수련시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2022-07-13 13:30:00,30~39%,흐림,전라북도,건축/건축물/교육연구시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2022-07-13 14:10:00,60~69%,흐림,대구광역시,건축/건축물/자동차 관련시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-13 14:15:00,60~69%,맑음,부산광역시,건축/건축물/숙박시설,"500억 ~ 1,000억원 미만",관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-13 14:30:00,60~69%,흐림,대구광역시,건축/건축물/공동주택,"1,000억원 이상",창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-13 15:20:00,10~19%,맑음,경상남도,건축/건축물/단독주택,2억 ~ 3억원 미만,목공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-13 15:25:00,60~69%,강우,충청북도,건축/건축물/공장,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-13 15:40:00,80~89%,흐림,경상북도,토목/도로/도로,200억 ~ 300억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-14 00:00:00,30~39%,흐림,경기도,건축/건축물/공장,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-14 08:10:00,80~89%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-14 09:30:00,20~29%,맑음,경상북도,건축/건축물/공동주택,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-14 09:30:00,10~19%,맑음,서울특별시,건축/건축물/업무시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"사망 1명 이상, 1000만원 이상의 재산피해, 3일이상 휴업이 필요한 부상",2022-07-14 10:09:00,10~19%,흐림,경상북도,건축/건축물/공동주택,300억 ~ 500억원 미만,가설공사,1,1,0,1,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,2,0,0
3일이상 휴업이 필요한 부상,2022-07-14 10:30:00,80~89%,맑음,인천광역시,건축/건축물/창고시설,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-14 11:10:00,60~69%,맑음,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-14 11:50:00,10% 미만,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2022-07-14 13:05:00,10% 미만,맑음,전라북도,건축/건축물/공동주택,"1,000억원 이상",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-14 14:00:00,90% 이상,흐림,강원도,산업환경설비/발전시설,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-14 14:00:00,10~19%,맑음,경기도,건축/건축물/업무시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-14 14:10:00,10% 미만,맑음,부산광역시,건축/건축물/업무시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-14 14:10:00,10~19%,흐림,강원도,건축/건축물/공동주택,300억 ~ 500억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-14 15:00:00,50~59%,맑음,경상북도,토목/도로/도로,"1,000억원 이상",관공사 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-14 16:30:00,90% 이상,강우,강원도,산업환경설비/발전시설,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-15 00:40:00,10~19%,맑음,부산광역시,토목/상하수도/상수도,50억 ~ 100억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
사망 1명 이상,2022-07-15 07:40:00,30~39%,맑음,경기도,건축/건축물/창고시설,300억 ~ 500억원 미만,철골공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-15 08:00:00,60~69%,흐림,경상남도,토목/교량/도로교량,"1,000억원 이상",교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-15 08:10:00,90% 이상,맑음,경기도,건축/건축물/근린생활시설,"500억 ~ 1,000억원 미만",창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0
3일이상 휴업이 필요한 부상,2022-07-15 09:10:00,70~79%,맑음,전라남도,건축/건축물/기타,3억 ~ 5억원 미만,금속공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-15 09:15:00,90% 이상,맑음,인천광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-15 09:40:00,20~29%,맑음,경기도,토목/하천/제방(통관/호안),20억 ~ 50억원 미만,하천공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-15 09:40:00,70~79%,흐림,충청남도,건축/건축물/업무시설,300억 ~ 500억원 미만,기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-15 11:00:00,80~89%,맑음,인천광역시,건축/건축물/문화 및 집회시설,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-15 13:10:00,10~19%,맑음,울산광역시,산업환경설비/발전시설,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-15 13:30:00,40~49%,맑음,대전광역시,건축/건축물/단독주택,10억 ~ 20억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-15 14:00:00,70~79%,맑음,전라북도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-15 14:30:00,90% 이상,흐림,서울특별시,건축/건축물/기타,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-15 14:31:00,10% 미만,맑음,대구광역시,건축/건축물/공동주택,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-15 15:00:00,30~39%,맑음,경상남도,건축/건축물/공동주택,150억 ~ 200억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-15 16:10:00,10~19%,맑음,경기도,건축/건축물/운동시설,"1,000만원 미만",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-15 16:30:00,90% 이상,흐림,서울특별시,건축/건축물/기타,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-15 16:30:00,10~19%,맑음,강원도,건축/건축물/공동주택,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-15 17:00:00,30~39%,맑음,전라북도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
사망 1명 이상,2022-07-16 06:10:00,40~49%,맑음,부산광역시,건축/건축물/업무시설,200억 ~ 300억원 미만,철근콘크리트공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-16 08:00:00,90% 이상,맑음,경기도,건축/건축물/공동주택,300억 ~ 500억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"3일이상 휴업이 필요한 부상, 기타",2022-07-16 08:30:00,50~59%,흐림,서울특별시,건축/건축물/공동주택,150억 ~ 200억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-16 09:30:00,60~69%,흐림,경상북도,토목/교량/도로교량,"1,000억원 이상",교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2022-07-16 10:00:00,10% 미만,맑음,경상남도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,지반개량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-16 11:00:00,70~79%,맑음,서울특별시,건축/건축물/공동주택,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-16 11:00:00,30~39%,강우,서울특별시,건축/건축물/공장,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
사망 1명 이상,2022-07-16 12:40:00,20~29%,맑음,전라북도,건축/건축물/숙박시설,5억 ~ 10억원 미만,가설공사,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2022-07-16 13:50:00,20~29%,맑음,부산광역시,건축/건축물/교육연구시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-16 14:50:00,40~49%,맑음,전라남도,토목/상하수도/상수도,150억 ~ 200억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-16 16:00:00,20~29%,맑음,경기도,건축/건축물/공동주택,300억 ~ 500억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-17 09:30:00,70~79%,흐림,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-18 07:20:00,30~39%,맑음,경기도,건축/건축물/업무시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2022-07-18 09:00:00,60~69%,맑음,서울특별시,건축/건축물/업무시설,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-18 09:10:00,90% 이상,강우,대전광역시,토목/하천/기타,"500억 ~ 1,000억원 미만",하천공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 09:30:00,20~29%,강우,부산광역시,건축/건축물/교육연구시설,10억 ~ 20억원 미만,목공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-18 09:30:00,10% 미만,맑음,강원도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 09:30:00,90% 이상,맑음,강원도,건축/건축물/근린생활시설,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 10:00:00,20~29%,흐림,서울특별시,건축/건축물/업무시설,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 10:30:00,60~69%,강우,경상남도,토목/상하수도/상수도,200억 ~ 300억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 10:50:00,10~19%,흐림,충청남도,건축/건축물/공장,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-18 11:00:00,30~39%,맑음,인천광역시,건축/건축물/업무시설,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-18 14:00:00,20~29%,강우,대구광역시,건축/건축물/공동주택,"1,000억원 이상",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 14:30:00,90% 이상,맑음,부산광역시,건축/건축물/업무시설,200억 ~ 300억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 14:50:00,20~29%,맑음,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-18 15:50:00,90% 이상,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",조경공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-18 16:00:00,10~19%,흐림,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2022-07-19 07:14:00,60~69%,맑음,전라남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-19 07:15:00,30~39%,맑음,서울특별시,건축/건축물/업무시설,200억 ~ 300억원 미만,건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-19 07:30:00,20~29%,맑음,경기도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-19 07:30:00,80~89%,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-19 08:00:00,30~39%,흐림,경상남도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-19 08:10:00,30~39%,흐림,충청북도,토목/상하수도/하수도,50억 ~ 100억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2022-07-19 08:30:00,10% 미만,맑음,서울특별시,건축/건축물/공동주택,10억 ~ 20억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2022-07-19 09:00:00,30~39%,맑음,대전광역시,건축/건축물/근린생활시설,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-19 09:30:00,80~89%,맑음,강원도,토목/도로/도로,1억 ~ 2억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2022-07-19 10:00:00,20~29%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2022-07-19 10:00:00,50~59%,맑음,인천광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
